at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Fzd5	-0.0525698	0.02106141	-0.09125752	-0.04175762	-0.06225718	-0.1132052	-0.05665795	-0.04058787	-0.1756797	-0.02939598	-0.01806108	-0.2652559	-0.06357116	-0.06418235	-0.09594359
Fzd6	-0.03304731	0.006954851	-0.1154608	-0.05661391	-0.08595724	0.0293406	0.03077138	0.0202967	-0.08501233	-0.007022627	-0.1059864	-0.05647156	-0.002895783	-0.1476666	-0.1607148
Fzd7	-0.01452819	0.02244597	0.02949932	0.02396319	0.0007776214	-0.06886261	0.008288185	-0.0335715	-0.05771944	0.00757085	-0.1318647	-0.1042244	0.04220605	-0.09522055	-0.148333
Fzr1	-0.03292428	0.01462927	-0.02199796	0.01463405	0.03098574	-0.03446785	0.01728809	0.009618225	0.07664236	-0.01511978	0.03873291	0.06722041	0.04216555	0.03842132	0.07563322
G0s2	-0.01020847	0.007730638	0.1155997	0.0172143	0.08499672	-0.01572169	0.05858537	-0.005149736	0.07393804	0.05542864	-0.008460671	0.1815613	0.03682795	-0.0002296042	0.104656
G2e3	-0.01059519	-0.008353992	-0.04942438	-0.002746367	0.003144848	0.01639042	-0.1084141	-0.007334502	0.05037972	0.002245943	0.05561759	-0.02400526	0.05737842	0.02090499	0.005837979
G3bp2	0.03132675	0.006949064	0.003186937	-0.002873816	-0.02603861	0.03820267	-0.03253625	-0.01506097	0.03762564	-0.008889735	0.04295759	0.03063397	-0.004438322	0.06031791	-0.006980917
G430049J08Rik	-0.01485314	0.0106811	-0.06266516	-0.009372414	0.01043335	-0.01588152	-0.002668001	0.04235246	-0.1599725	-0.008651525	0.05210001	-0.2767415	-0.02651591	0.01767671	-0.146636
G530011O06Rik	0.01839008	-0.002525346	0.1461886	0.01706517	-0.03656793	0.003616204	0.009388641	0.04240506	0.2350659	0.01592376	0.005266607	0.06811037	0.008984852	-0.001369803	0.2599977
G6pc3	-0.04095566	0.03869296	-0.08035649	-0.02770176	0.06776718	-0.03619888	0.03170734	0.1111778	0.03103913	0.01677481	0.03953938	0.08136301	0.07725113	0.06651746	0.06897229
G6pdx	-0.02410159	-0.0001081196	-0.04285725	-0.03740558	-0.04877058	-0.0793027	0.05578303	-0.04866058	-0.1729964	-0.06412325	-0.07650527	-0.1571328	-0.07376742	-0.1105427	-0.1308064
G730003C15Rik	-0.0471137	0.04721106	-0.01461916	0.04067281	-0.01741041	-0.001475818	0.07427937	0.00531138	-0.03860416	0.03275053	0.03791194	-0.2130151	0.04494961	-0.0622225	-0.3584428
G730013B05Rik	0.0249058	0.05218072	0.02875007	-0.005006009	0.0002505182	0.02237375	0.03055943	0.0585218	0.0571278	-0.007717865	0.09915222	0.01558008	0.0105604	0.129603	0.0915643
Gaa	-0.01494911	0.04435022	-0.06278192	-0.006988169	0.03976409	-0.1429905	-0.0678022	-0.02936105	-0.01666911	-0.04319802	0.03657682	0.03180117	-0.02410681	0.05913929	0.009129244
Gab1	-0.06228983	0.05139987	-0.05287586	-0.03740083	-0.01012295	-0.05796656	-0.002249482	0.03420548	-0.09578984	-0.02962397	0.03273538	-0.1695184	-0.07708551	-0.001396621	-0.1407983
Gab2	-0.05980606	0.01236906	-0.1385705	-0.0289392	-0.08020386	0.01793243	0.02297961	0.07008531	0.07521681	0.01342258	0.02921324	0.08142429	-0.005255544	0.01739638	0.1438852
Gabarapl1	0.05200324	-0.002679959	0.08398831	0.06018558	0.01644585	0.04905872	0.03879241	0.0005547247	0.02920801	0.04276322	0.001111769	0.07019512	0.05039092	0.005397664	0.01970671
Gabarapl2	0.03695054	-0.007203202	0.08160329	0.02916267	-0.01918998	0.07431411	0.06515408	0.0009465595	0.04652816	0.04783729	-0.006150779	0.1230829	0.03193707	0.02105391	0.07399948
Gabbr1	0.05380952	-5.305231e-05	0.03259179	0.0283017	-0.01867385	-0.009502804	0.0375733	-0.01917815	-0.05535348	-0.01588441	-0.0196586	-0.03427523	-0.01965282	-0.0318452	-0.0773344
Gabpb1	0.001613215	-0.01388933	0.05248596	0.01183528	-0.04572029	-0.005108189	-0.01228537	-0.0616632	-0.009360726	0.03207581	-0.01110894	-0.02237826	-0.01303975	-0.05331049	-0.06583834
Gabpb2	-0.02180625	-0.05430732	-0.06519312	-0.0519431	-0.04767919	-0.1113727	-0.09260302	-0.04886206	-0.1080831	-0.05147474	-0.08996777	-0.2011209	-0.1187958	-0.1087752	-0.2135383
Gabra1	-0.04394579	-0.02847792	-0.1417439	-0.08445527	-0.03209071	0.07710923	-0.01543457	0.09770051	0.07286933	0.007778068	0.03222556	0.1008262	0.01895162	0.07309571	0.06502451
Gabra2	0.1254113	0.02909529	0.0747273	0.05906389	-0.008947307	0.1370871	-0.004790077	0.03527894	0.02221677	0.05397122	0.09196011	-0.1491992	0.04708584	0.1065129	-0.2406203
Gabra3	-0.05632592	0.03004753	-0.08539933	-0.01456623	0.04314284	-0.03673825	-0.03955161	0.0893292	0.007880639	0.03544924	0.03495546	-0.03959067	-0.0534587	0.09884315	0.05591547
Gabra5	-0.04235694	0.02868022	0.02822808	0.06637545	0.08964771	0.001103605	-0.1250344	0.05369134	0.01778606	0.04313548	0.1204854	-0.06415698	0.06077522	0.1377229	0.05335776
Gabrb1	-0.006035095	-0.1046189	-0.1170494	-0.04549027	-0.1609633	-0.07088141	-0.08618556	0.04607352	-0.06055445	0.01589665	-0.08180093	-0.1545904	-0.04745028	-0.02387233	-0.2586604
Gabrb2	-0.09773981	-0.004219844	-0.1595703	-0.1538393	-0.04396677	0.01811253	-0.05512764	0.074486	0.0444905	-0.07867585	0.0236408	-0.005501552	-0.1149798	0.06319907	-0.04546412
Gabrb3	0.06424044	0.02160899	0.06662597	0.07451912	-0.02821914	0.09531984	-0.007037025	-0.007404435	0.1180906	0.02259991	0.09398201	0.04539678	0.05276223	0.08466302	0.0477671
Gabrd	0.04766355	-0.03344881	0.04363426	0.03511063	-0.03578058	-0.09108275	0.02686588	-0.1330455	-0.4469975	-0.06081203	-0.1848082	-0.4545979	-0.08421982	-0.2252307	-0.5410053
Gabre	0.02782116	-0.003168708	-0.06710776	-0.02774804	-0.01541747	-0.08110365	-0.0458562	-0.02485765	-0.1306139	0.002953991	-0.003017462	-0.2727516	-0.08347869	0.04919629	-0.1596172
Gabrg1	-0.00276045	-0.04585624	-0.1565574	-0.1137773	-0.01304096	-0.03063525	-0.0932519	0.01434167	0.01194468	0.004597039	0.005381675	-0.1257767	-0.02561563	0.03596481	-0.08313407
Gabrg2	-0.02005829	0.02599773	-0.06080258	-0.02227916	-0.01679136	-0.001856165	-0.03526413	0.01830058	-0.01795083	0.003079789	0.04460239	-0.03628187	-0.01939511	0.05756901	-0.04825062
Gabrg3	0.05077269	0.01854488	0.02404817	-0.01191405	-0.1206357	0.1051868	-0.07281997	-0.05936334	0.1008353	-0.04183517	0.04811444	-0.04985256	-0.0002967247	-0.0348832	-0.1148268
Gabrq	0.002713298	0.002486585	-0.09445639	-0.1111278	-0.01755005	-0.08289864	-0.07453584	-0.006142366	-0.1208101	0.00416004	0.01220764	-0.3208057	-0.113193	0.1088638	-0.2782458
Gabrr2	-0.05593212	-0.02832211	-0.03433101	-0.01028102	0.06217595	-0.04865635	0.02043174	-0.0257819	0.1683737	-0.01817426	-0.08085302	0.2854769	-0.04783357	-0.0189118	0.2452562
Gad1	-0.001202934	0.04669106	0.04814427	0.01564277	-0.06708802	0.08241331	0.08295653	-0.01485153	0.03955255	0.0790025	-0.01877951	0.01931659	-0.03666766	0.04190893	-0.04992704
Gad1-ps	-0.01084193	-0.01974664	0.02256202	0.003925935	0.01379611	0.03528229	0.03443338	0.04136993	0.07891884	0.008480039	-0.06304855	0.2556563	0.008297624	-0.06184775	0.213054
Gad2	0.0565315	0.003812448	0.01677178	0.03238951	-0.05963697	0.02687538	0.05697329	-0.03714828	0.03512884	0.07145454	0.005202194	-0.03583593	0.002424041	0.06326535	-0.07457464
Gadd45b	-0.05014489	0.009166153	0.1898189	0.1022221	-0.03345035	0.05727061	0.05284105	-0.05242829	-0.01314846	0.05132772	-0.1396681	0.1332138	0.0357589	-0.1785277	0.1663758
Gadd45g	-0.1221099	0.03835625	0.1900292	-0.01042505	-0.03892856	-0.01850588	0.05437211	-0.05682024	-0.14731	-0.05509482	-0.145026	0.1299104	-0.05458598	-0.1963769	0.03037328
Gadd45gip1	0.04484575	-0.04775937	0.1247557	0.06587334	-0.006164757	0.0397117	0.08136114	0.02740069	0.1297448	0.06834748	0.004302164	0.1677008	0.1067655	0.09462365	0.1613236
Gal	0.00736235	0.02150059	-0.1019373	-0.03770388	0.03806367	-0.05624838	-0.01937953	-0.002294645	-0.1166473	-0.01487272	0.04491506	-0.3050934	-0.0437807	0.107882	-0.1456263
Gal3st1	-0.09653258	0.02616442	0.1247441	-0.01808457	0.03655122	-0.05142611	0.05318631	0.0385088	0.01271806	0.0002492349	-0.02637543	0.03454195	-0.04773666	0.03566149	0.05425406
Gal3st3	-0.04981683	0.05386688	0.05092095	0.05818993	-0.0569075	-0.07954272	-0.005578838	-0.07857328	-0.08322652	-0.006158051	-0.01836985	-0.0900157	-0.03626296	-0.02611593	-0.06856466
Galc	-0.02798548	0.01028601	-0.005601576	-0.03538222	0.007115749	-0.008951885	-0.08769424	-0.04488718	-0.09169732	-0.06683066	-0.02870441	-0.1513372	-0.04250569	-0.0743534	-0.129477
Gale	-0.05791415	0.0433823	0.0353744	0.04549374	0.1289467	0.1146112	0.06668872	0.1119557	0.3100342	0.0421493	0.09730501	0.4106822	0.1406717	0.1454912	0.3277876
Galk1	-0.1101191	0.02110853	0.0006777576	-0.05275475	0.06821109	0.01826547	0.0006648634	0.02039048	0.1571901	-0.09938999	0.009339552	0.2333652	-0.01954892	0.07633476	0.2608279
Galk2	0.0006369143	-0.01111338	-0.01155723	-0.04012721	0.02600913	0.04796852	-0.02276815	-0.02795256	0.07309626	-0.0814986	0.02707704	0.1217542	0.02165413	0.01321762	0.1478947
Galm	-0.01776015	0.05969754	0.009691207	-0.01491696	-0.007603224	0.006932965	0.01614715	0.07938845	0.06522224	0.008420257	0.07445433	0.1336251	0.08296471	0.08809733	0.1162815
Galns	-0.01045965	0.0269928	-0.0866703	0.02281575	0.0416343	0.08895891	0.04537502	0.1457704	0.281573	0.01954079	0.1875685	0.3686772	0.165581	0.1274224	0.410295
Galnt1	-0.03744715	-0.008816427	-0.04624806	-0.03623692	-0.07322415	0.01971789	-0.03437913	-0.009268028	-0.01381383	-0.02035321	0.0006969438	0.00949745	-0.0194757	-0.008458252	0.03334362
Galnt10	0.02368656	-0.03519	-0.1335363	-0.01585422	-0.01984659	-0.08592936	0.01116376	0.01797184	-0.05274368	0.007355182	-0.08062487	0.05534261	0.00151944	0.03390695	0.1974364
Galnt11	0.2116825	0.04486342	0.1181839	0.04076808	0.1276615	0.1447923	0.1131356	0.08099633	0.1382649	0.09417492	0.1082339	0.156667	0.1046978	0.06286832	0.05355079
Galnt14	-0.03835592	0.0348378	0.02127998	-0.006432533	-0.03486052	0.06497844	0.03681601	0.008386174	-0.05361536	-0.006315099	-0.06684984	-0.09180479	0.009865247	-0.1477771	-0.2100544
Galnt15	-0.01422402	-0.02744223	0.1260458	-0.01534482	-0.01208888	0.01354634	0.02256223	-0.1523809	0.07911507	0.02523493	-0.1358434	-0.01192466	0.0157261	-0.1109754	0.02263104
Galnt16	-0.03583459	0.01947818	-0.07157401	-0.0511436	0.02702075	-0.06335688	-0.05280275	0.06338524	0.1148276	-0.04956649	0.1137977	0.1206299	-0.03204589	0.1574671	0.1234058
Galnt18	-0.01224029	-0.02065246	0.1364376	0.05713281	0.05962636	-0.05534033	0.009318671	-0.05523936	-0.1485156	-0.03320593	-0.08058714	-0.1999361	-0.05912249	-0.08481879	-0.2688405
Galnt2	-0.03950718	0.021523	0.02546616	0.03381375	-0.03156639	-0.09402753	0.02005559	0.03747025	-0.03785931	0.0235351	-0.01391888	-0.01718934	-0.02638348	0.1698904	0.1562201
Galnt4	0.02495147	-0.02423424	0.05016301	0.01006734	-0.08436297	0.05779199	0.02956998	0.04280225	0.194729	0.06118693	0.004076639	0.2496102	0.1090454	0.05258059	0.2963113
Galnt6	-0.08690802	0.01251029	-0.04823297	-0.02618266	0.008345066	0.009869472	0.04445356	0.06172062	0.1383134	-0.009750729	0.01106783	0.1882675	0.01305923	0.04705089	0.2297064
Galnt9	-0.03886123	-0.009654553	0.04604896	-0.006902713	0.04879385	0.04943446	0.02247747	0.08717259	0.1298301	-0.0006630475	-0.0175335	0.4083584	-0.0137634	0.03646909	0.213108
Galr1	0.0258708	-0.001186926	-0.1129184	-0.03362186	-0.06282421	-0.04234382	-0.01319271	-0.02418477	-0.1905851	0.01984483	-0.1224943	-0.3131405	-0.02777582	-0.06290005	-0.2566137
Galt	0.05527595	0.01892158	0.0009166848	0.08588671	0.06993054	0.01974459	0.09800191	0.0386108	0.03232969	0.02600371	0.02788343	0.002284525	0.05628508	-0.0022826	-0.04629552
Gamt	0.01685135	-0.001126975	0.008908637	0.006452262	0.1027771	-0.1553257	-0.01693585	-0.04432502	-0.2190474	-0.02931066	-0.03990238	-0.2551142	-0.02647942	-0.103051	-0.1547942
Gan	-0.02954885	-0.0255678	-0.1696013	-0.04301605	-0.04488024	-0.08339801	-0.01714991	0.02532219	-0.05198912	0.03101277	-0.03240314	-0.1290907	-0.007611609	-0.04143415	-0.09576571
Ganab	0.05535776	0.04379763	0.02249986	0.05063955	0.0006730278	-0.03244137	0.04086667	0.001681946	0.0121547	0.0413423	0.01823276	-0.01390314	0.03477916	0.01482783	-0.05933418
Ganc	-0.03868119	0.0259532	-0.06580781	-0.05590345	-0.04101243	-0.128954	-0.04354646	-0.04350256	-0.1233315	-0.01861124	-0.04699093	-0.1963521	-0.1001598	-0.1293852	-0.2228047
Gap43	0.05919851	0.01917643	0.06128341	0.09500481	0.06029793	0.1034984	0.03407599	0.07122154	0.1516598	0.1137803	0.1446878	0.1457861	0.1626357	0.1434101	0.1419301
Gapdh	0.05437263	-0.005536207	0.02044942	0.05951628	0.05970607	0.002138266	0.08189618	-0.004412537	0.0129885	0.03192098	0.01336518	0.08967908	0.03989017	0.01486353	0.06853299
Gapvd1	-0.02990312	0.009705408	-0.04767946	-0.04777607	0.005355762	-0.02690867	-0.04961623	0.03192936	0.05497157	-0.01476537	0.05778505	0.03892263	-0.0475612	0.08195636	0.01915847
Gar1	-0.03014828	-0.03927409	-0.01947216	-0.01513033	-0.03083707	-0.03389967	-0.07561109	-0.0485764	-0.1972652	-0.006697485	-0.06300352	-0.09532731	-0.002151635	-0.02154605	-0.136547
Garem	0.04508726	0.0009430272	-0.1218994	-0.007582772	-0.02258842	-0.1265139	0.03886846	-0.1000379	-0.3395276	0.05230657	-0.06271471	-0.3785695	-0.05705887	-0.09868113	-0.422253
Gareml	0.07035252	-0.01512397	0.03717015	0.09183802	0.03418962	-0.07984646	0.1393213	0.1023543	0.1352898	0.05798216	-0.04640684	0.140569	0.1151468	0.08644131	0.1504705
Garnl3	-0.03979532	-0.01688655	-0.01320703	0.0576697	0.04647065	0.03253989	-0.09070569	0.02420272	0.07844035	-0.0255753	0.04137121	-0.004762272	0.01719859	-0.00412123	0.1015074
Gars	0.02055106	0.02111057	0.03502663	0.004338279	0.002418101	0.03561314	0.06848765	0.03756585	0.04166203	0.01088868	0.03801702	0.1071476	0.03983441	0.06225607	0.1050615
Gart	0.04281871	0.01841937	-0.02306232	0.04976256	0.03497771	0.003058891	0.08056658	0.03165144	0.03126989	0.01333818	0.02801653	0.07618785	0.06729194	0.03450147	0.111834
Gas2	-0.06849744	0.007587357	-0.01989686	-0.04284999	0.003733927	0.0323089	-0.003496859	0.06082909	0.1094076	-0.02432431	0.06027628	0.1938017	-0.01085944	0.05611959	0.1620135
Gas2l1	-0.01060012	-0.03239949	0.07785925	-0.0009153156	-0.008050906	-0.081507	-0.01537468	-0.04986975	-0.1603877	-0.0491949	-0.1018725	-0.1431562	-0.06328463	-0.06677763	-0.05468678
Gas2l2	0.02030519	0.03853135	-0.04996969	0.01902558	-0.08069746	-0.132139	-0.02923704	-0.1314721	-0.2365247	0.02316358	-0.0886671	-0.3282228	-0.0585351	-0.2168352	-0.3550608
Gas5	-0.009937176	0.003460364	0.01848391	-0.003304487	0.06171893	0.06694385	-0.01236958	0.03993241	0.0319649	0.00553773	0.05109102	0.04918471	0.03603073	0.03021436	0.06974088
Gas6	-0.04195117	0.03764518	0.01139179	-0.01602955	0.03616076	-0.008063514	0.05604373	0.02120892	0.002169556	0.01645001	-0.0003583849	0.1159836	-0.004506755	-0.01974246	0.03502861
Gas7	0.038031	-0.007278451	-0.02007088	0.04110812	-0.04863781	-0.1140498	-0.05238598	-0.09554828	-0.2277895	-0.0730687	-0.05318243	-0.2837259	-0.1068434	-0.09108824	-0.2668336
Gas8	0.001075444	0.04233075	0.03546343	0.01828566	0.108582	0.04129106	0.03112764	0.0759456	0.164983	-0.0101672	0.1141765	0.1728555	0.01843071	0.07686044	0.1115879
Gata3	0.0003121878	-0.01461969	-0.01907137	0.002901249	-0.03082713	-0.02084143	0.01261935	8.923172e-05	-0.08053118	-0.001767721	-0.05392212	-0.1240277	0.02261515	-0.0001819512	-0.147569
Gatad1	0.02013317	0.002678801	0.00203621	-0.03312918	-0.02377168	0.02724178	-0.01134433	-0.05224022	-0.1090187	-0.05885009	-0.04931414	-0.1204314	-0.06862193	-0.05853395	-0.08170389
Gatad2a	-0.02291037	0.008423197	-0.03769542	-0.04861103	0.0008152817	-0.007154884	0.04697753	0.04073506	0.04695217	0.01637352	-0.0162458	0.08693944	-0.01618738	0.008016495	0.1293753
Gatb	0.03703296	0.00112119	0.06378932	0.008080999	-0.01097101	0.01404294	0.01411829	-0.01875821	-0.04811265	0.01806547	-0.03045334	-0.08734529	0.01452944	-0.07167554	-0.1187844
Gatm	-0.05721442	0.05756579	0.0484735	0.02624187	0.03378169	-0.001847469	0.06005788	0.005926647	-0.07677402	0.005418374	0.04603225	-0.1100582	-0.03384158	-0.0272071	-0.1808624
Gatsl2	0.0975468	0.001187866	-0.04416472	0.02225293	0.03855346	-0.02541327	0.04083682	0.06874332	0.06686848	0.09207777	0.08906409	0.0603837	0.07454738	0.1460208	0.0700716
Gatsl3	-0.02996184	-0.03416864	0.2212726	-0.015822	0.07326676	0.01692278	-0.01946958	-0.02268007	0.03976594	0.02877074	-0.102701	0.1140244	-0.08234537	-0.03319954	-0.02363286
Gba2	0.09437196	0.01210461	0.01814695	0.06219314	0.05114328	-0.1118175	0.09662197	-0.08139272	-0.2730816	0.002438008	-0.06491089	-0.2668371	-0.02132086	-0.1254971	-0.2709697
Gbas	-0.02938363	-0.00622279	-0.02172524	0.009429079	0.00599718	0.07912189	0.002804826	0.007202593	0.0859042	-0.01351265	0.03242412	0.1179949	0.05940569	0.02169438	0.09229338
Gbe1	0.006483177	0.04169377	-0.02931933	-0.03552452	-0.01459782	0.08153518	0.06438096	0.06173049	0.1145173	-0.006873395	-0.006290594	0.2228632	0.01928436	0.05531469	0.1482705
Gbf1	-0.004112794	0.02865548	-0.05457292	-0.04906942	-0.00684062	-0.0313722	0.006500568	0.03739353	0.04093177	0.002753843	0.06411886	0.0404588	-0.02695183	0.0854678	0.003065747
Gbp2	-0.006046596	0.009950368	-0.107613	0.04266848	0.009709174	-0.1713917	-0.0213437	0.0164169	-0.3334977	0.112778	0.08373893	-0.2764933	-0.001003607	0.02525864	-0.1090567
Gbp2b	-0.01191183	-0.09730151	-0.1299636	0.06745677	0.01373765	-0.2136507	-0.006122948	-0.08638064	-0.1478011	0.09219745	-0.04943105	-0.2292632	0.03076335	-0.04427064	-0.1016128
Gbp3	0.0279608	-0.02940191	-0.1291356	0.05147645	-0.07850821	-0.2225571	0.006158255	-0.05547484	-0.2824688	0.09969737	-0.0301831	-0.2285211	0.05564068	-0.03755473	0.05077109
Gbp6	-0.05882652	0.01806672	-0.1096669	-0.09916974	-0.03723296	-0.05141973	-0.001348316	-0.02925938	-0.08826001	-0.009741517	0.08249828	-0.0405815	-0.07081929	0.06315055	0.3670736
Gbp7	0.03052668	-0.05480689	-0.1662163	0.01951044	-0.0781711	-0.1344238	0.004705507	-0.05622044	-0.1190818	0.07840195	-0.04711166	-0.2133291	0.01221416	-0.05657114	-0.07074635
Gbp9	-0.0003825677	-0.03756783	-0.08346437	-0.04464437	-0.1061448	-0.03036044	-0.03545915	-0.02171211	-0.1005843	0.007934013	-0.06886436	-0.1178586	-0.04049189	-0.0916941	0.07686578
Gbx1	-0.06019092	-0.03358079	-0.1315197	-0.002576204	-0.1090786	-0.1740229	-0.01886728	-0.1235464	-0.3398684	-0.03532202	-0.1662312	-0.4892899	-0.1963596	-0.1991042	-0.4378152
Gbx2	0.01137196	-0.03536645	-0.03333064	-0.02838164	-0.0287461	-0.008285652	0.03710195	0.07629939	0.04187381	-0.00211507	-0.07394175	0.265209	-0.04263628	0.0170871	0.1271511
Gca	-0.005512441	0.007993639	0.06610603	-0.03625143	0.008060178	0.07328474	-0.02321023	0.07353463	0.1168532	0.03430928	0.07577872	0.20247	0.05260195	0.07155663	0.2979307
Gcc2	-0.005298216	0.04142396	-0.05975923	-0.004423945	-0.003769749	-0.04680355	-0.03724629	-0.04090458	-0.05061096	-0.03003792	0.04029282	-0.06817187	-0.05176957	0.03948103	-0.04761538
Gcdh	0.04771637	0.004718162	0.04445021	0.01348148	0.05079682	-0.00806583	0.03495791	0.0343452	0.08535703	0.04915717	0.06000169	0.1373839	0.09542296	0.06746644	0.08774344
Gcfc2	-0.1508083	0.005772242	-0.1243053	-0.04766389	-0.04790168	-0.04893875	-0.08395918	0.0159835	0.0592791	-0.06274181	0.01245642	-0.1694574	-0.1163887	-0.007169257	-0.03828008
Gch1	0.066135	-0.006723217	0.05166849	0.0388897	-0.07871433	0.07983809	0.06226186	-0.03442156	-0.09474154	0.03112687	-0.1438275	-0.03971966	0.1080234	-0.1495812	0.09953475
Gclc	0.01851948	0.01040144	-0.02066294	0.0009202811	0.007617736	-0.006385939	-0.03310525	-0.04800916	-0.0668159	-0.04678808	-0.05513463	-0.04933283	-0.0299075	-0.04736122	-0.03033915
Gclm	-0.02341676	0.0003081307	-0.04765346	-0.0190192	-0.02183067	0.01388159	-0.02319142	0.02142026	0.0177157	-0.001601398	-0.01325333	0.03919116	0.008369473	0.02612237	0.1214999
Gcn1l1	0.003820635	0.04909242	-0.007853045	-0.01782615	0.009067795	-0.05486617	0.03359634	0.008416556	0.03951934	-0.03125737	0.05773285	-0.0006952072	-0.05393587	0.04315054	-0.001660109
Gcnt1	-0.0251683	0.01519848	-0.0766946	-0.01764989	0.0072444	-0.1526535	0.04107184	-0.01250801	-0.1827928	0.0370615	0.02584786	-0.3135672	-0.0407237	-0.01191616	-0.1735435
Gcnt2	0.06960065	-0.03409644	0.09751745	0.05049189	-0.01315778	0.0185178	0.05716711	-0.1154582	-0.1888138	-0.006116708	-0.08186423	-0.2788764	-0.009415453	-0.1135392	-0.3488184
Gcnt4	0.005201252	-0.05290917	-0.00643466	-0.02318577	-0.01247457	-0.03715281	0.01106467	0.03015747	-0.05817824	-0.01319018	-0.1069714	-0.1571765	-0.01790482	-0.1212093	-0.1202703
Gcom1	0	0.002929953	-0.02698557	0.00323707	0.005565278	-0.02917324	0.006501738	0.006165847	-0.06734269	0	0.0002756336	-0.110439	0.001730634	0.007216665	-0.1136308
Gcsh	-0.01995428	-0.03959921	0.0308975	-0.04859525	0.02026596	0.09510458	-0.00880125	0.07029948	0.09375611	0.02211981	0.04591942	0.1453153	0.04647368	0.06116478	0.1320583
Gda	-0.0005829217	0.02897681	0.0526864	0.04113993	0.08280492	0.01228128	-0.1434524	0.01523624	0.1209141	-0.003002229	0.1665228	0.01678591	0.01925958	0.1578214	0.06561604
Gdap1	0.02330518	-0.01754258	-0.02098684	-0.008802468	-0.0243247	0.06697221	0.0009281239	0.006795949	0.06673259	0.01315174	0.03757114	0.0786874	0.0180141	0.04616456	0.05492946
Gdap10	-0.02948998	-0.1055003	-0.2030876	-0.1162713	-0.1433449	-0.1389063	-0.1483894	-0.05767817	0.001935932	-0.03550104	-0.2202939	-0.176608	-0.1360942	-0.1119359	-0.2924724
Gdap1l1	-0.06850236	-0.005574718	-0.04523931	-0.01355051	0.09711452	-0.07864555	0.04136737	0.1001392	0.0580168	0.01237961	0.07063115	0.1626585	0.01773659	0.1018489	0.1539764
Gde1	0.04513748	-0.01083715	0.06598329	0.08800498	-0.00958399	0.06150574	0.07199212	0.001438918	-0.009203053	0.05017306	-0.02619489	0.02836886	0.04002513	0.006979356	0.007264606
Gdf10	0.04892614	-0.0393511	0.09651611	0.05080364	0.02358864	0.03608443	0.0180898	-0.02120189	-0.04729775	-0.002974152	-0.05575494	-0.126385	0.1189634	-0.08872446	-0.1480827
Gdf15	0.003875693	0.0219549	-0.002515856	0.002290037	0.02228643	-0.003949193	-0.000868752	0.006578556	-0.01359487	0.004966132	0.07745506	-0.02297787	0.008337328	0.0858789	0.04846891
