at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Prickle4	-0.01892099	0.03045444	0.001234283	-0.007395148	-0.007101254	0.01649653	-0.005581833	0.04378126	-0.03574993	-0.0004454012	0.07940901	0.02036674	0.01101727	0.09736761	0.09936838
Prim1	-0.05937433	-0.007592713	0.09948389	-0.05029319	0.02785946	0.1812448	-0.04966325	0.08206895	0.2631365	-0.05014696	0.1304371	0.3083027	-0.0169594	0.1362113	0.3414417
Prim2	0.01572465	-0.006724295	-0.009629503	0.05787586	-0.02140498	0.07108553	0.0457073	-0.004149191	0.09176051	0.02924927	0.03652262	0.1810312	0.04543625	0.102148	0.2168253
Prima1	-0.07987783	0.003261989	-0.09035539	0.00143341	-0.06749309	-0.2171391	-0.05855664	-0.173947	-0.4161856	-0.1149336	-0.1882227	-0.5039574	-0.2610229	-0.1812851	-0.5309612
Prkaa1	-0.04952733	0.01753646	-0.03135869	-0.02773049	-0.06124392	0.004706415	-0.02977566	-0.03917942	-0.006694938	-0.03939307	-0.03991214	-0.002027172	-0.05318961	-0.01710651	0.0290072
Prkaa2	-0.07948971	0.03317137	-0.1091502	-0.0705253	-0.004123068	0.02621896	-0.1006983	0.03263437	0.06726263	-0.07739461	0.004293544	0.07367534	-0.09583743	0.06667927	0.05930969
Prkab2	0.05770881	-0.02207742	0.06064957	0.03118084	0.02188049	0.1101599	0.01634472	0.0387035	0.2061847	0.05490716	0.03476841	0.2451579	0.1000884	0.0417159	0.1588645
Prkacb	0.03514472	0.03210169	0.01763447	0.04560293	0.02111466	0.04623355	-0.01578544	0.004364893	0.1030867	0.04044159	0.08373133	0.07926957	0.0446503	0.1023104	0.08092047
Prkag1	-0.01998042	-0.001677089	0.07186483	0.007809144	0.04281933	0.08181038	0.0357012	0.0002538487	0.04904324	-0.01615194	-0.03642132	0.104832	0.05204076	-0.001948712	0.1043924
Prkag2	-0.04764497	-0.04212432	-0.0144961	-0.01243294	-0.007837363	-0.02532962	-0.06301129	-0.04351801	-0.1325418	-0.06392684	-0.0524164	-0.1316774	-0.06258446	-0.09275834	-0.1386458
Prkag2os2	-0.04503108	-0.02157354	-0.04039652	-0.01622953	-0.06669458	-0.01202728	-0.0793937	0.004580095	-0.06930704	-0.02092338	-0.0138084	-0.1289111	-0.04504733	-0.1730658	-0.2098291
Prkag3	0.002240359	0.006981362	-0.001311396	-0.003045361	0.01497683	-0.03419031	0.003956861	0.05613236	-0.1573248	0.002838744	-0.03430183	-0.1553119	0.02133071	-0.06360712	-0.2837072
Prkar1a	0.004401686	0.007095084	-0.006504079	0.01474692	-0.009854683	0.03837202	0.006947716	0.007980164	0.06430881	0.02904458	0.03038079	0.102149	0.03025559	0.06055697	0.07747683
Prkar1b	-0.0307579	-0.007794407	-0.02263381	0.01727708	0.04946908	-0.01674648	-0.02143989	0.03921168	0.1097792	0.04494651	0.06046059	0.1447832	0.0656308	0.0988002	0.1553978
Prkar2a	-0.02904828	-0.03046073	-0.08023823	-0.07718586	-0.01731946	0.02636476	-0.0293291	0.04320725	0.09977618	0.02543001	0.01704374	0.1293015	-0.002398627	0.09150971	0.117515
Prkar2b	0.08870107	0.02378802	0.09143738	0.0739684	-0.01967709	0.0529887	-0.001771845	-0.04822803	-0.03217053	0.009651262	0.05851514	-0.08324091	0.02296249	0.02882875	-0.1423637
Prkca	0.04886525	0.00949062	0.0143792	0.0429221	-0.119655	-0.06160332	-0.007836968	-0.07140522	-0.120209	0.007180016	-0.03112877	-0.2291827	-0.04952245	-0.05827374	-0.2049406
Prkcb	-0.001808311	0.001878292	-0.08845418	-0.00638606	-0.1084652	-0.1870178	-0.08064529	-0.1577956	-0.4056079	-0.1262607	-0.1434098	-0.5026174	-0.2336224	-0.1400298	-0.4868913
Prkcd	-0.01986941	-0.009498249	-0.01894223	-0.01585983	-0.02144783	0.01826326	0.008572786	0.03304682	0.01975892	-0.005217564	-0.08624719	0.2067429	-0.01426178	-0.01969272	0.02645672
Prkce	-0.001925345	0.02633	0.003639858	0.04220313	-0.02753921	-0.03893834	-0.04992913	-0.08488742	-0.11608	-0.04960961	-0.02953187	-0.150902	-0.06505999	-0.0380453	-0.1418001
Prkch	0.08693012	0.01247628	0.09911598	0.08431532	0.023977	0.06565359	0.02113917	-0.02838224	-0.03595423	0.01476761	0.002451434	-0.1092106	0.01678312	-0.0134793	-0.1307841
Prkci	0.05890209	-0.01632846	0.009608893	0.006476492	-0.007112449	-0.03529854	-0.008256173	-0.08219864	-0.1401795	-0.02489202	-0.07205502	-0.1783986	-0.06987059	-0.06033234	-0.1600238
Prkcq	-0.1169454	0.051324	0.007643207	-0.06312231	-0.03534394	0.007937164	-0.04012372	0.08545519	0.2198112	-0.01184983	0.1179129	0.3454837	0.01251742	0.1666448	0.4615052
Prkcsh	0.06517007	0.002679271	0.05759909	0.04950583	0.1059483	-0.02434574	0.03475446	0.01397937	0.02151049	0.0447656	0.02680543	0.08471065	0.08143623	0.03095324	0.0557842
Prkcz	0.01944836	-0.04985256	0.009096189	0.01033893	0.005054803	-0.01732841	-0.003289648	-0.04397835	-0.1185027	-0.03903921	-0.08143536	-0.1071169	-0.01055427	-0.09174581	-0.1347735
Prkd1	0.02878157	0.007407326	-0.03602828	-0.009513672	0.06714448	-0.1358608	-0.0438122	-0.06050318	-0.2423329	-0.07453931	-0.06250958	-0.4327776	-0.071875	-0.09032939	-0.3560264
Prkd3	-0.07032146	-0.01485243	-0.09307288	-0.05960456	-0.06088599	0.00192218	-0.05308082	0.00485799	0.027243	-0.01147357	-0.007300882	-0.02812062	-0.04174768	-0.007500401	0.04959632
Prkdc	0.02179548	-0.03826025	-0.03458681	-0.07068482	0.0192037	0.04885938	-0.08406251	0.06765716	0.2261623	0.05872022	0.06631802	0.1847022	0.06223718	0.08905126	0.1637626
Prkg1	-0.10519	-0.004144586	-0.03958516	-0.08174832	0.004428618	-0.0197933	-0.1367976	-0.05159313	-0.01374248	-0.03452603	-0.00727232	-0.09986895	-0.1765849	-0.02469795	-0.1788117
Prkg2	-0.02279178	-0.04928959	-0.1379533	-0.08394541	-0.0260416	0.06575084	0.04305453	0.07834196	-0.08588767	-0.02517717	-0.09725215	-0.01240766	-0.05029077	-0.05289808	-0.0252644
Prkra	-0.03790986	-0.01233497	-0.03694915	-0.02986019	0.01168615	0.06157813	0.006276864	0.07769416	0.1525771	0.02523001	0.03976344	0.2634661	-0.005841102	0.1253825	0.222579
Prkrip1	0.06711881	-0.03538255	0.02776731	0.09400729	0.03517547	0.01443291	0.01944478	0.01700501	0.03755444	0.04330408	-0.03463221	0.04867277	0.0563333	0.001892606	0.03355193
Prkx	-0.01798332	-0.05346953	-0.0186477	-0.02505486	-0.1004605	0.01079517	-0.08330384	-0.05185473	-0.02614433	-0.06372649	-0.08065015	-0.1039878	-0.01024661	-0.108879	-0.03291315
Prlr	0.02071433	0.03146768	-0.07120031	-0.0447638	0.01319507	-0.07279409	-0.02452608	0.06973009	-0.09721346	0.03892869	0.08780437	-0.2369691	0.0192626	0.07445983	-0.3145422
Prmt1	0.005286004	-0.01528814	0.03112547	0.03699023	0.03022451	0.01530638	0.00361947	-0.03287313	-0.005919153	-0.0258488	3.771656e-05	0.05442875	0.03300368	0.0008805312	0.07917717
Prmt2	0.02066714	-0.01018533	-0.06335803	0.002666683	0.06426067	-0.06608344	-0.04663616	0.02331127	0.006316705	0.01546166	0.07182317	0.01512475	0.03896012	0.09560043	0.04013519
Prmt3	-0.05472453	0.008973176	-0.001496828	-0.0130945	0.02342664	0.1103347	0.01353824	0.03414636	0.08691195	-0.04066622	-0.003308536	0.107517	0.007927455	0.05273623	0.1261781
Prmt5	0.06065803	0.007931019	-0.01084681	0.03165422	0.008406252	0.03319106	0.03354	0.007558687	0.05071202	0.01316055	0.04770211	0.05610415	0.08882596	0.021508	0.03614044
Prmt6	0.0002516146	-0.04080959	0.03335493	-0.02595208	-0.00965593	0.09588829	0.02610339	0.06042754	0.1348134	-0.004405674	0.02098849	0.277562	0.02796175	0.08481517	0.2105574
Prmt7	0.04771986	0.01454355	-0.0206496	0.01638701	0.02791797	0.01633021	0.05287295	0.02364162	0.03673567	0.03256335	0.04182809	0.05576114	0.05913053	0.05086076	0.1084068
Prmt8	0.05772209	-0.009713022	0.01781168	0.05808442	-0.03980036	0.04607134	0.00828049	-0.09280715	-0.1531224	-0.04039652	-0.08969707	-0.1384957	-0.02530657	-0.1235885	-0.15623
Prnd	0.001576803	0.005995271	0.009654325	0.009176423	0.02463338	0.02599132	-0.009241607	0.03993778	0.0734577	-0.007707594	0.1145296	0.09147307	0.00234431	0.04722053	0.06267045
Prnp	-0.04887156	0.006527909	-0.0001842789	-0.006718135	0.01383695	0.05322591	0.02643124	0.05292849	0.09689161	0.004391496	0.05597659	0.1400832	0.02527931	0.0566399	0.1261272
Prob1	-0.09308049	0.03003369	-0.03269897	-0.00559463	-0.01882816	0.01263215	0.03249185	0.1370427	0.3295221	-0.02382214	0.1486681	0.4506048	0.01655045	0.1718285	0.3287259
Prodh	0.005025509	-0.009610449	0.04421744	0.001357032	0.04179409	-0.09735825	0.02368042	-0.02505839	-0.05096924	-0.04037091	-0.09771581	-0.09144179	-0.03807432	-0.1177626	-0.2110631
Prokr2	-0.01681809	-0.004110204	-0.03440403	-0.06175191	-0.06330788	-0.04866544	-0.01394416	0.005348405	-0.09574393	-0.01970347	0.052764	-0.180153	-0.09100629	0.01246545	-0.2096601
Prom1	-0.08973225	-0.08776769	-0.1129472	-0.1356938	-0.06773839	-0.0238217	-0.08763306	-0.00451835	-0.1174079	-0.0346264	-0.03343704	-0.1221333	-0.04973518	-0.1052525	-0.1051931
Prom2	-0.00810684	-0.01939811	-0.0658306	-0.005110335	-0.001568129	-0.09287504	0.02820666	-0.01517552	-0.1584248	-0.006245534	-0.1107577	-0.2209226	-0.009598788	-0.1883481	-0.3307021
Prop1	0.007277013	0.002480518	0.0265524	0.002177077	0.004247819	0.01010052	0.001015753	0.02179699	0.05351963	-0.002205324	0.06463308	0.0247053	-0.001104113	0.04495692	0.03985031
Prorsd1	-0.03706103	0.002893048	-0.01339873	0.02149114	0.00501509	0.1113776	0.0300608	0.006435998	0.1726924	0.08304937	0.04875362	0.19667	0.04021836	0.004682116	0.1714401
Proser1	-0.02749694	-0.0233305	-0.02950187	-0.0302346	-0.04253062	-0.01495017	-0.07247295	-0.0008011254	0.08388887	0.0001727738	-0.001714146	0.04208846	-0.02205098	0.003210324	0.01716764
Prox1	-0.06162296	0.01902432	-0.05931995	-0.04275568	-0.04391763	0.05800184	0.005715241	0.1177229	0.1274723	-0.01550531	-0.004417702	0.2292711	-0.05916551	0.07324111	0.2427193
Prox1os	-0.1186117	-0.02053899	-0.01181624	-0.04043033	-0.02776888	0.0443374	0.007771438	0.01247518	0.1654938	-0.0443801	-0.02535934	0.3553796	-0.01940012	-0.04168252	0.3673354
Prox2	0.07125112	-0.07314448	-0.0757667	0.002568476	-0.07054158	-0.1221722	-0.01100096	-0.01931264	-0.1523838	0.001443975	-0.08812819	-0.229868	0.002614001	-0.1168847	-0.2971208
Prox2os	0.1043141	-0.07031421	0.03096092	0.01479812	-0.0257691	-0.005655401	0.02681797	-0.02710145	-0.02058363	-0.01053262	-0.01968999	-0.0009112806	-0.01216938	-0.08716714	-0.1439642
Proz	-0.002641852	-0.05530074	-0.08107367	-0.008077714	-0.04611634	-0.07480838	-0.03496846	-0.08473785	-0.202395	-0.04087699	-0.1128708	-0.2403165	-0.07805634	-0.1260332	-0.2326995
Prpf19	-0.008336286	-0.0005118778	-0.01878938	0.02320471	0.001723511	-0.07237967	0.03011476	-0.02776553	-0.09814481	-0.004135234	-0.03893726	-0.05713749	-0.0104228	-0.02979704	-0.0783287
Prpf31	-0.05840361	0.03591669	0.05454658	0.04534847	0.01377276	0.05805837	0.01051133	0.02929908	0.1051362	-0.006308986	0.05434129	0.106574	-0.003480121	0.02929932	0.1114356
Prpf38a	-0.01260481	-0.006898186	0.0417764	0.009241051	-0.02119153	0.09169985	-0.05683068	-0.02760067	-0.01273271	-0.01962855	-0.02795554	0.02748609	-0.003026748	-0.046253	0.03258132
Prpf38b	0.06919907	-0.009328329	0.01069533	0.01243117	-0.003099338	0.01433041	0.06314472	0.03400811	0.04874059	0.03681074	0.03950308	0.02829351	0.05333551	0.05095915	0.01848068
Prpf39	-0.02096162	-0.05111887	-0.009094637	-0.05709063	-0.05793675	-0.01053628	-0.08178256	-0.01360288	0.007339332	-0.03912221	-0.03490286	-0.08211466	-0.03871816	-0.04220093	-0.03888725
Prpf4	0.01298047	-0.007385196	0.04988328	-0.02956734	-0.003350894	0.007625314	-0.04257646	0.02876284	0.06890732	-0.009057949	0.005867469	0.03519372	0.01904198	0.0235933	0.09462949
Prpf40a	0.01043608	0.01749229	-0.08361177	-0.01587754	-0.03716795	0.04174881	-0.05674586	0.00559968	0.05746575	-0.02638416	0.03856302	0.03455056	0.004622269	0.03024342	0.07190903
Prpf40b	-0.01151162	0.03058528	-0.0436491	0.01860673	0.05814931	-0.06977571	0.02234669	0.018898	-0.02605049	-0.03312807	0.03604674	-0.0564964	-0.01734194	0.0003208462	-0.08285245
Prpf4b	0.02905027	-0.009714149	-0.07377485	-0.04662925	0.002209045	0.0005178066	-0.04647756	0.02630105	0.03789687	-0.01358355	0.04272273	-0.02074623	-0.04043693	0.0427765	-0.04200195
Prpf6	0.04859805	-0.01697265	0.004364905	0.01071387	-0.008304728	-0.0164321	0.01461669	-0.03141335	0.02460591	0.001922264	-0.003039037	0.08201108	0.03454481	-0.008646691	0.04757661
Prpf8	0.01734254	0.0729619	-0.06285895	-0.001475955	-0.01790701	-0.06660911	-0.003343097	-0.02098717	-0.02747055	0.009313706	0.05494132	-0.07562559	-0.01643011	0.04379842	-0.07619482
Prps1	-0.04381355	0.008162809	0.04058324	0.03357959	0.04063291	0.0682379	-0.004644444	0.02051266	0.08145294	0.00566932	0.06553172	0.09676775	0.06166523	0.08903385	0.09827246
Prps1l3	0.01986719	0.03964027	0.06436365	-0.07045954	-0.0192997	0.1774193	-0.04032745	-0.01107967	0.1891232	-0.01025081	0.08473443	0.2507331	0.02041106	0.1031354	0.2673865
Prps2	-0.1258277	0.04480822	-0.09027963	-0.0652431	-0.03050717	-0.06960094	-0.04063328	0.02078031	-0.07166533	-0.1259077	0.01822394	0.01479151	-0.07160883	0.01559978	0.02555075
Prpsap1	0.006271741	-0.01104899	0.006639351	-0.003968992	0.02533187	0.02716182	0.03126886	0.07977938	0.1312784	0.02024106	0.06684697	0.1639307	0.07206147	0.1208103	0.1647321
Prpsap2	0.04531655	0.003429921	0.0554485	0.05455428	-0.03700825	0.001433784	0.03455317	-0.0527895	-0.01749288	0.01851664	0.01619866	-0.02807528	-0.002146501	-0.01451677	-0.02667577
Prr12	-0.0825954	-0.02772119	-0.002282361	-0.02951017	-0.07939938	-0.1133188	-0.08228872	-0.02981186	0.005696497	-0.01360724	-0.07608535	-0.005271294	-0.08593149	-0.0284316	-0.02615058
Prr13	0.01489768	0.02484188	-0.0003033537	-0.01654968	-0.0118307	0.05069064	0.06533358	0.1037237	0.1076479	0.03580314	0.0226052	0.2712311	0.03071883	0.1192487	0.2433005
Prr14l	0.026792	-0.0582037	-0.06994381	-0.01360864	-0.07695	-0.08584693	-0.05954819	-0.04843448	-0.09373037	-0.03560027	-0.07578745	-0.1049645	-0.08071702	-0.04634444	-0.1636386
Prr15	-0.01032188	0.01708696	-0.04840438	-0.02166965	0.04097673	-0.02270979	-0.03017419	0.03169701	0.05086292	-0.0244178	0.1374979	-0.1237077	-0.03197966	0.07330803	0.09717832
Prr15l	0.000827691	-0.06948173	-0.07247682	-0.01247745	-0.07540745	-0.08727422	-0.01000316	-0.07835363	-0.2809852	-0.03343529	-0.234954	-0.2619967	-0.05989488	-0.243108	-0.4056298
Prr16	-0.03720648	-0.0248347	-0.05418053	-0.06388736	0.09036508	-0.06581095	-0.03494915	0.06621187	-0.06349549	-0.04131285	0.007604243	-0.1225367	-0.06124359	0.04565364	-0.01869953
Prr18	-0.125267	0.01613328	0.03315091	0.001705072	-0.01575743	-0.06783563	0.06309756	0.004012964	-0.2055996	-0.04289302	-0.0309813	-0.1966845	-0.1213668	-0.09072492	-0.2272266
Prr22	0.01595322	0.01102939	0.1046208	0.03413592	0.03126448	0.1301015	0.08146673	0.07628915	0.3201294	0.08955088	0.1319943	0.4172134	0.1068749	0.08154128	0.3383848
Prr3	0.01795459	-0.0309917	-0.05524458	0.05475558	-0.03740373	-0.133315	-0.08258933	-0.03743629	-0.05346521	-0.02665143	-0.07495367	-0.1062103	0.006740823	-0.1133383	-0.03903905
Prr32	-0.01046847	0.03338512	0.01430739	-0.01108752	0.02594552	-0.02964009	-0.001778814	0.06092443	-0.01655325	0.01034851	0.02582712	0.1250166	0.04864124	-0.07277873	-0.005076911
Prr36	-0.0659328	0.03599886	-0.1107027	-0.02202056	-0.005623903	-0.2308511	-0.1682959	-0.05480752	-0.250224	-0.01956667	-0.02579461	-0.4214658	-0.1039704	-0.04016752	-0.2794412
Prr5l	-0.1422734	0.02185282	-0.01592375	-0.04656085	-0.03324803	0.03137526	-0.02204084	0.04593289	0.08743979	-0.05871693	0.05751093	0.1243305	-0.04416561	-0.005076445	0.08185564
Prr7	-0.03798644	-0.02410102	0.1302937	0.07680389	-0.04431112	0.008756675	0.08339049	0.02818788	0.03687241	-0.04305161	-0.057652	0.06280405	-0.01503228	0.04420332	-0.0032918
Prrc1	-0.07226891	0.05329984	-0.1368901	-0.05651371	0.02076809	-0.03107315	-0.06381371	0.05597873	0.06691415	-0.01663077	0.1114321	0.09396201	0.01222901	0.08506814	0.09314594
Prrc2a	-0.007649861	0.0160019	-0.03844653	-0.02801347	-0.02692997	-0.09056697	-0.05348448	-0.03339252	-0.02882688	-0.01375606	-0.02260386	-0.06583063	-0.06140161	-0.0184311	-0.07803001
Prrc2c	-0.01961977	-0.006521945	-0.1245488	-0.05664755	-0.08083115	-0.05664504	-0.05703753	0.000188633	0.03872447	-0.03739226	0.03908438	-0.04497269	-0.0855265	0.06705867	-0.01453786
Prrg1	0.0133642	0.03267494	-0.07007888	0.03789873	0.02139144	0.07932963	0.05397264	0.104472	0.1541286	0.05611064	0.1169846	0.2013084	0.09231165	0.1166404	0.3009859
Prrg3	-0.02320387	-0.01138064	-0.1361657	-0.03772377	-0.003195647	0.01549193	-0.08534173	0.09516811	0.2161764	0.001266644	0.1397632	0.1656446	0.0359144	0.1509643	0.1499213
Prrg4	-0.03809584	0.04235755	-0.07939522	-0.0117334	-0.001831891	-0.1442409	0.01378039	-0.01328197	-0.1492215	0.01921509	0.0518235	-0.09026809	0.0112413	-0.008849844	0.09039977
Prrt1	0.08302675	0.02616133	0.1278555	0.05183966	-0.08642174	0.0432759	0.08918153	-0.01388676	0.004486214	0.04863765	-0.03432624	-0.0002800396	0.03958588	-0.05137501	-0.1046511
Prrt2	0.01407598	0.03229578	-0.07729117	0.05631778	0.02572134	-0.1538136	-0.05525048	-0.09068416	-0.2095011	-0.0839668	-0.0336124	-0.2468452	-0.07214442	-0.07757177	-0.230441
Prrt3	-0.1040707	0.006776612	0.003483358	0.0187765	9.731748e-05	-0.09595124	-0.02497628	-0.04005718	-0.179471	-0.06968753	-0.1051741	-0.1812176	-0.1458317	-0.1024395	-0.2514423
Prrt4	-0.07094147	-0.02260871	-0.04534809	-0.02207167	-0.08122788	-0.1442127	-0.08495983	-0.0558482	-0.1664168	-0.06216743	-0.1544852	-0.4101564	-0.07997949	-0.1924931	-0.3932501
Prrx1	0.0407671	-0.08013942	-0.0623091	-0.03931116	0.00114166	-0.08582149	-0.04333824	-0.04260011	-0.008689497	0.03307779	-0.02561131	-0.06993212	0.009976987	-0.01605403	0.005905322
Prrxl1	0.001420623	-0.009774641	-0.01307462	0.003613653	-0.009673837	-0.01115158	0.006687893	-0.06774879	-0.06425436	0.00122855	-0.04770752	-0.04493006	-0.00305031	-0.1217929	-0.08272158
Prss12	-0.0498882	0.01815083	-0.0006913976	0.01995271	0.05840231	-0.09283191	-0.1000813	0.01862124	-0.0501923	0.02717872	0.02777759	-0.1336314	0.05234573	0.0007923044	0.01410317
Prss16	-0.007390238	0.01245019	-0.01945913	-0.003638862	0.02242897	-0.02537887	-0.002193856	0.03577083	-0.07748927	-0.002809293	0.02898166	0.2787262	-0.001326152	0.1323455	0.437876
Prss23os	0.03608699	0.02671467	0.149972	0.04696281	-0.0002212829	0.01239508	-0.01133788	0.0543937	-0.08289769	-0.01071182	0.01703707	0.06572991	-0.01196549	-0.0875371	-0.08976466
Prss30	-0.02540694	0.01009555	0.02061517	-0.01806612	0.01654637	-0.06803497	-0.03567497	-0.004000179	0.08331484	-0.01976564	0.00106455	-0.01679717	-0.02248446	0.01425821	0.05672086
Prss32	-0.009039034	-0.0670963	-0.04473425	-0.01777171	-0.02351953	-0.04432413	-0.027116	-0.1764596	-0.232711	-0.02524208	-0.257481	-0.2936728	-0.01753844	-0.3433793	-0.223441
Prss33	0.002965103	-0.003395391	-0.02024908	-0.009655175	0.007495659	-0.003967986	-0.001675748	-0.06438983	-0.08377489	-0.009097274	-0.08158358	-0.1654055	0.004899329	-0.06593406	-0.1128341
Prss41	0.03735836	-0.04180133	0.01390913	-0.01471453	-0.04065897	-0.002968287	-0.01943646	-0.1778744	-0.2172339	-0.007988039	-0.2276372	-0.2312662	-0.03614383	-0.2185517	-0.4535103
Prss53	0.1684642	-0.0271752	0.06620153	0.06868675	0.05768343	-0.05196484	0.07753667	-0.01879497	-0.2103052	0.1199515	-0.05040647	-0.3432941	0.1087061	-0.07135912	-0.4786741
Prss56	0.02079865	-0.01369803	0.0902501	0.03495212	-0.1263221	0.1564278	0.07178121	0.005873368	0.2100186	0.06766488	0.02824878	0.202351	0.03810536	0.007113675	0.003874709
Prune	-0.06341027	0.01664708	-0.02316173	-0.004985775	-0.03355459	0.0002347803	0.03963304	0.05853437	0.1590731	-0.009910558	0.07131571	0.1190744	0.02807472	0.08957657	0.1543527
Prune2	-0.09556915	-0.04468532	-0.1020774	-0.1155337	-0.06112219	0.0338908	-0.001109383	0.05748757	0.07150662	-0.03995909	-0.005203766	0.1338647	-0.04517188	0.002940774	0.1308489
Prx	0.02754072	-0.03018182	-0.1284198	-0.01456334	-0.05113042	-0.08244487	-0.0371058	-0.1418858	-0.3774442	-0.02525157	-0.1682932	-0.5361567	-0.1143063	-0.2461305	-0.3364997
Psap	-0.005740364	0.044593	0.01099609	-0.00761177	0.04932829	-0.007659508	-0.0001658043	0.01535377	0.03558435	0.00215184	0.03892781	0.08129096	0.01443162	0.02428148	0.05488822
Psapl1	-0.005711012	-0.01584967	-0.01755308	0.0008175447	-0.003441043	-0.02781766	-0.005729055	-0.04562262	0.003750333	-0.005671576	-0.05078843	-0.08010462	-0.004739744	-0.05057728	-0.07258603
Psat1	-0.05855094	0.002036529	0.02894912	-0.0190553	0.06934154	0.05035937	0.009322246	0.05521291	0.1939273	0.005423687	0.06734794	0.2700579	0.08957309	0.1059889	0.2948494
Psd	-2.853644e-05	-0.02990033	0.05377217	0.05571051	0.03078882	-0.1361359	-0.02303695	-0.1205225	-0.2496602	-0.05417739	-0.1490208	-0.3103131	-0.04562732	-0.1635208	-0.2072974
Psd2	-0.009635387	0.008676644	-0.1302166	-0.04265966	-0.005986176	-0.07492925	0.05793844	0.04734686	-0.007029941	0.01626918	-0.06975671	-0.02226377	-0.007871156	0.02865698	-0.06923475
Psen1	0.0199483	-0.02766521	-0.01662766	-0.0008071684	0.003287244	-0.06646794	-0.02339488	-0.04239637	-0.110941	-0.03380068	-0.05897355	-0.09506416	-0.03739473	-0.06273803	-0.07298589
Psen2	-0.05576838	0.0501762	0.02885338	0.007915422	0.07017918	0.008297359	0.06861909	0.08219095	0.09934631	-0.01811209	0.03377008	0.1450969	0.01555926	0.04915616	0.1297132
Psenen	0.02582591	-0.05468213	0.06136356	0.03686617	0.004057085	0.0005922374	0.06928122	-0.03841724	-0.05749058	0.01856792	-0.07751965	-0.01988919	0.01727917	-0.0610448	0.001063181
Psg16	-0.06348601	-0.0143541	-0.02326614	-0.03056381	-0.005867061	0.08453522	0.03964797	0.09424519	0.08262731	-0.03384595	-0.05481545	0.3281978	-0.06651898	0.02459488	0.2821771
Psg17	-0.006024395	0.01545045	-0.003251038	-0.001912186	9.594644e-05	0.005428453	-9.59622e-05	0.011941	0.003422797	-0.001369478	0.01726236	-0.001587627	-0.004896849	0.01435237	-0.03261332
Psip1	0.0521664	0.02329504	0.02787309	0.03766759	-0.02613271	-0.02864623	-0.01470273	-0.04788165	-0.07722994	0.005258135	0.01909709	-0.06881578	-0.03955421	0.01229784	-0.1078256
Psma1	0.02109167	0.01124053	0.02427927	0.009225211	0.03838056	0.05002668	0.01143218	0.01230717	0.01528801	-0.0156189	0.05450145	0.09251599	0.0428136	0.04966221	0.09970017
Psma2	0.03869121	0.02315217	0.02616731	0.05052549	0.06872328	0.0457303	0.01239445	0.006048167	-0.01040964	0.03628084	0.02039128	0.08756269	0.05231033	0.01380696	0.0766665
Psma3	0.04889167	3.401069e-05	0.04366103	0.01713425	0.0438493	0.05323968	0.03899444	0.005706553	0.008233684	0.03602882	0.006015373	0.08389663	0.07942419	0.03993395	0.0691877
Psma5	-0.00734477	0.02046403	0.0280917	0.02402985	0.103499	0.05680181	-0.01356547	0.01965044	0.05581946	0.002100267	0.02531511	0.1377767	0.0216144	0.054093	0.124957
Psma7	-0.03411531	-0.002307899	0.01848496	0.02587573	0.06117346	0.04371629	0.04326414	-0.01008653	-0.00831144	0.008200769	-0.006629372	0.06225903	0.0403098	-0.02131017	0.05685264
Psmb1	0.009041633	-0.01085093	0.04755789	0.02637152	0.0540441	0.05063922	0.009155608	-0.01143302	-0.002079077	-0.005346777	0.00150218	0.06243619	0.0293944	0.008827277	0.08400679
Psmb10	-0.08587258	-0.002100924	0.0461233	-0.009935124	0.1058293	-0.01008455	0.03932408	0.05715583	0.1648069	-0.02353035	0.0151629	0.2843566	0.03347937	0.1083492	0.290813
Psmb3	0.01089171	-0.02254097	0.07634543	0.05253917	0.07387021	0.05156872	0.04813209	-0.03370005	0.01890965	-0.0005215861	-0.05168471	0.1069288	0.04629976	-0.02798173	0.1144533
Psmb4	0.02038192	-0.0217697	0.1057343	0.06939761	0.04929306	0.04095673	0.05131437	0.01170334	0.04678516	0.03895615	-0.00806806	0.1123306	0.04268542	0.03181865	0.1049073
Psmb5	-0.01088636	0.001002788	0.07107132	0.05580823	0.06662012	0.04815995	0.06553936	-0.00930392	0.04191135	0.01606352	-0.01895618	0.1507636	0.07250782	0.04330839	0.1454626
Psmb6	0.03328349	0.002682918	0.05803873	0.07468686	0.06965961	0.02903287	0.05751543	-0.01937724	-0.005301678	0.001597459	-0.01211117	0.04004806	0.059528	-0.01576437	0.01990623
Psmb7	-0.02270597	0.000414036	0.03357936	0.006865766	0.05146445	0.02952974	0.01807654	0.0124553	0.0220507	-0.01242944	0.01638586	0.09001435	0.01391958	0.02135814	0.102739
Psmb9	-0.03660658	-0.02846912	-0.1332175	-0.0001582981	0.01258046	-0.03767971	-0.02185463	0.01671821	-0.06956416	-0.004299157	-0.01153752	0.02234139	-0.08687877	-0.04521707	0.014232
Psmc1	0.03229205	-0.01588821	0.02663851	0.01020274	-0.01702541	0.03767602	0.03650728	-0.01428764	-0.0492568	-0.006296963	-0.04516384	0.0211832	0.02102904	-0.03348596	0.02972227
